@relation mice-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-R78-80-weka.filters.unsupervised.attribute.RandomSubset-N32.0-S40

@attribute NR1_N numeric
@attribute NR2A_N numeric
@attribute pCREB_N numeric
@attribute pERK_N numeric
@attribute pMEK_N numeric
@attribute pNR1_N numeric
@attribute pRSK_N numeric
@attribute CREB_N numeric
@attribute RSK_N numeric
@attribute APP_N numeric
@attribute SOD1_N numeric
@attribute P38_N numeric
@attribute pPKCG_N numeric
@attribute CDK5_N numeric
@attribute BAX_N numeric
@attribute ARC_N numeric
@attribute ERBB4_N numeric
@attribute nNOS_N numeric
@attribute GFAP_N numeric
@attribute GluR3_N numeric
@attribute IL1B_N numeric
@attribute P3525_N numeric
@attribute pCASP9_N numeric
@attribute Ubiquitin_N numeric
@attribute SHH_N numeric
@attribute BAD_N numeric
@attribute H3AcK18_N numeric
@attribute H3MeK4_N numeric
@attribute CaNA_N numeric
@attribute Genotype=Ts65Dn numeric
@attribute Treatment=Saline numeric
@attribute Behavior=S/C numeric
@attribute class {c-CS-m,c-SC-m,c-CS-s,c-SC-s,t-CS-m,t-SC-m,t-CS-s,t-SC-s}

@data
1.916774,2.633871,0.189677,0.364516,0.272581,0.742258,0.40871,0.186774,0.173871,0.429355,0.543226,0.721935,1.102196,0.219447,0.145236,0.117428,0.136557,0.150372,0.10627,0.183847,0.615303,0.267977,1.219093,1.076691,0.253985,0.173043,0.144173,0.204215,0.890188,0,0,1,c-SC-m
1.839247,2.545819,0.175563,0.342487,0.248997,0.696699,0.405122,0.177106,0.178031,0.410059,0.527615,0.705338,1.090941,0.207518,0.149662,0.123852,0.154512,0.159016,0.106704,0.186905,0.602287,0.262602,1.22484,1.114499,0.286679,0.161441,0.138403,0.214447,0.889486,0,0,1,c-SC-m
1.708491,2.341406,0.168077,0.329734,0.23344,0.687774,0.39218,0.163116,0.156113,0.390137,0.49752,0.641085,1.116655,0.216619,0.144113,0.129576,0.155779,0.163855,0.102656,0.183058,0.629576,0.265075,1.249821,1.190057,0.296841,0.188981,0.143575,0.211235,0.930905,0,0,1,c-SC-m
2.589437,4.283833,0.237065,0.35506,0.28894,0.883887,0.470367,0.182771,0.188012,0.371052,0.693724,0.439188,1.933481,0.282609,0.175061,0.128827,0.161053,0.202006,0.090707,0.208742,0.494029,0.270132,1.466855,1.330297,0.186007,0.122168,0.112982,?,1.061007,0,0,1,c-SC-m
2.5864,4.214636,0.249114,0.370264,0.295993,0.903243,0.458572,0.186699,0.183292,0.368629,0.711638,0.441128,1.870625,0.271164,0.174248,0.129453,0.160293,0.20717,0.095991,0.202236,0.488743,0.275713,1.412259,1.318427,0.191442,0.120278,0.119352,?,1.084657,0,0,1,c-SC-m
2.814321,4.57373,0.272075,0.414409,0.312052,0.997657,0.479133,0.196808,0.199883,0.407673,0.780349,0.477522,1.811786,0.275359,0.164788,0.121768,0.153223,0.187109,0.086114,0.196759,0.498122,0.262026,1.345856,1.292523,0.189466,0.115064,0.106519,?,1.02593,0,0,1,c-SC-m
2.47942,3.928219,0.228186,0.369608,0.292558,0.835199,0.458182,0.182746,0.18785,0.349687,0.666118,0.426078,1.778265,0.274455,0.174966,0.129241,0.16651,0.206911,0.09834,0.217037,0.532101,0.282284,1.536068,1.376762,0.173505,0.127571,0.114208,?,1.145109,0,0,1,c-SC-m
2.549576,4.007301,0.239389,0.352971,0.328693,0.86961,0.487606,0.191002,0.198472,0.362479,0.683701,0.422071,1.749585,0.268138,0.177861,0.126244,0.157131,0.198487,0.098259,0.212376,0.546331,0.276638,1.445066,1.376451,0.186671,0.127177,0.114739,?,1.166874,0,0,1,c-SC-m
2.625376,4.2041,0.262767,0.38452,0.313483,0.924368,0.488249,0.189786,0.20516,0.362962,0.700654,0.441067,1.726872,0.273947,0.173855,0.132671,0.161869,0.194345,0.098555,0.206639,0.55691,0.262063,1.449647,1.391456,0.195984,0.11966,0.110747,?,1.152239,0,0,1,c-SC-m
2.374661,3.595749,0.227964,0.304855,0.297145,0.81517,0.486351,0.199208,0.204418,0.317566,0.624297,0.412169,1.7806,0.268576,0.175358,0.127398,0.159011,0.190219,0.104566,0.212915,0.552553,0.277222,1.555661,1.36301,0.196298,0.128614,0.123345,?,0.997838,0,0,1,c-SC-m
2.42624,3.806528,0.241142,0.303414,0.315439,0.846897,0.440627,0.197337,0.209792,0.32682,0.640326,0.397037,1.805167,0.272196,0.17811,0.126988,0.165874,0.195649,0.10673,0.216315,0.553229,0.274643,1.487695,1.388443,0.206526,0.124405,0.13501,?,0.977702,0,0,1,c-SC-m
2.369534,3.355233,0.237098,0.313782,0.300725,0.819275,0.434404,0.193161,0.198964,0.308187,0.581554,0.39772,1.730943,0.279451,0.16951,0.130064,0.162047,0.177505,0.103412,0.213886,0.547841,0.257196,1.471482,1.361807,0.207489,0.144723,0.124467,?,1.005197,0,0,1,c-SC-m
2.34545,3.303429,0.237948,0.295437,0.326373,0.840165,0.47306,0.195669,0.226347,0.367363,0.688064,0.443929,1.732907,0.257597,0.164537,0.124309,0.169199,0.177141,0.108771,0.201657,0.551105,0.279351,1.502935,1.43163,0.191298,0.200276,0.200967,?,1.094441,0,0,1,c-SC-m
2.551913,3.7,0.263661,0.356011,0.354918,0.896995,0.468852,0.200546,0.243169,0.369945,0.642896,0.471858,1.706965,0.259673,0.172485,0.126569,0.168358,0.186242,0.111608,0.200172,0.569046,0.273775,1.498366,1.426311,0.204987,0.213414,0.181427,?,1.097678,0,0,1,c-SC-m
2.385521,3.220261,0.244564,0.305961,0.368636,0.822717,0.495523,0.196726,0.226912,0.332054,0.59606,0.432591,1.68413,0.284334,0.163784,0.126992,0.159207,0.169549,0.104442,0.200237,0.550187,0.259071,1.481011,1.435063,0.19922,0.198711,0.181926,?,1.061207,0,0,1,c-SC-m
2.258181,3.084959,0.248274,0.255179,0.318823,0.802762,0.448514,0.169919,0.244071,0.293906,0.673672,0.419694,1.815406,0.262306,0.155652,0.132862,0.179353,0.171604,0.101185,0.199407,0.628077,0.30629,1.603008,1.502279,0.203737,0.255242,0.251139,?,1.144941,0,0,1,c-SC-m
2.279541,3.014697,0.278366,0.25779,0.303645,0.761317,0.480012,0.15726,0.234862,0.320694,0.685479,0.424456,1.754611,0.257757,0.150141,0.12519,0.167281,0.180299,0.095031,0.186374,0.605771,0.299414,1.537427,1.434151,0.191148,0.242786,0.240399,?,1.091343,0,0,1,c-SC-m
2.73238,3.690509,0.300419,0.329379,0.35799,0.918702,0.523726,0.193999,0.280181,0.333217,0.779833,0.468597,1.741266,0.253275,0.145633,0.125764,0.165721,0.169869,0.100218,0.190393,0.624017,0.306987,1.56048,1.477511,0.21048,0.246943,0.218996,?,1.104803,0,0,1,c-SC-m
2.5083,4.517785,0.211762,0.371591,0.328788,0.916647,0.44783,0.158406,0.156272,0.359497,0.737017,0.438226,1.665809,0.297488,0.209047,0.126566,0.159613,0.198957,0.099953,0.229092,0.547843,0.268301,1.661678,1.384641,0.184398,0.128936,?,?,1.011715,0,0,1,c-SC-m
2.544861,4.586578,0.225514,0.376784,0.302056,0.970375,0.44607,0.171342,0.16179,0.357316,0.747521,0.459976,1.615458,0.290219,0.204925,0.126813,0.161354,0.197196,0.10171,0.23461,0.527497,0.280506,1.622777,1.392339,0.191176,0.128181,?,?,1.009781,0,0,1,c-SC-m
2.56423,4.484623,0.231725,0.361249,0.300095,0.937308,0.438372,0.177904,0.161107,0.361604,0.739177,0.415306,1.582972,0.291186,0.205516,0.125575,0.156352,0.192725,0.106589,0.21804,0.528679,0.268736,1.570715,1.424156,0.186663,0.124176,?,?,0.960229,0,0,1,c-SC-m
2.375381,4.036435,0.209174,0.360139,0.296415,0.914066,0.451735,0.165772,0.174046,0.345188,0.776746,0.45246,1.608861,0.304121,0.206072,0.135204,0.166711,0.200777,0.104492,0.231577,0.562792,0.28144,1.669138,1.439502,0.173065,0.143941,?,?,1.183038,0,0,1,c-SC-m
2.44038,3.802926,0.208339,0.36635,0.294514,0.866569,0.430578,0.172641,0.166057,0.368544,0.776591,0.442282,1.581914,0.290136,0.191147,0.130112,0.164001,0.19694,0.103311,0.224691,0.557275,0.279848,1.550445,1.443071,0.186738,0.140399,?,?,1.108153,0,0,1,c-SC-m
2.30408,3.772219,0.201789,0.338178,0.278927,0.833985,0.403997,0.157909,0.156233,0.346842,0.760201,0.431386,1.551385,0.289503,0.199695,0.128188,0.15962,0.183682,0.108786,0.212573,0.536643,0.26722,1.467169,1.424384,0.198509,0.13378,?,?,1.066424,0,0,1,c-SC-m
2.186127,3.363951,0.198236,0.336447,0.285245,0.802975,0.412558,0.167791,0.180246,0.313268,0.603356,0.40339,1.515214,0.292301,0.187068,0.12817,0.162633,0.180959,0.107423,0.216344,0.576994,0.272476,1.591747,1.376902,0.184071,0.155141,?,?,1.163785,0,0,1,c-SC-m
2.301667,3.684531,0.20846,0.310808,0.294856,0.869152,0.415487,0.174046,0.174763,0.310808,0.630937,0.40294,1.502973,0.278756,0.185799,0.1244,0.166819,0.182598,0.097302,0.212326,0.543906,0.26938,1.510405,1.397896,0.197805,0.153556,?,?,1.163275,0,0,1,c-SC-m
2.287379,3.711892,0.229284,0.315789,0.298124,0.854307,0.405755,0.194864,0.180477,0.311237,0.644145,0.421235,1.512228,0.286429,0.187464,0.125242,0.159481,0.169378,0.106018,0.20612,0.519736,0.265726,1.41315,1.401661,0.190536,0.15368,?,?,1.140143,0,0,1,c-SC-m
1.878072,2.849527,0.179773,0.31569,0.277505,0.709074,0.445747,0.17259,0.174291,0.284121,0.543667,0.340454,1.669826,0.295516,0.194653,0.126185,0.168341,0.189843,0.108643,0.206819,0.574763,0.282501,1.526666,1.395813,0.226765,0.195926,?,?,1.33173,0,0,1,c-SC-m
2.126878,3.044654,0.202662,0.324603,0.298197,0.774581,0.482825,0.190425,0.194719,0.321812,0.614212,0.382353,1.6313,0.292119,0.193957,0.123782,0.16792,0.181983,0.117238,0.204818,0.568783,0.269981,1.555973,1.418686,0.229184,0.190337,?,?,1.275132,0,0,1,c-SC-m
2.078382,3.093552,0.198483,0.313316,0.294564,0.784029,0.450695,0.195322,0.187737,0.327223,0.582596,0.411504,1.632035,0.292005,0.188523,0.122884,0.168295,0.176276,0.116967,0.207789,0.576992,0.273841,1.527178,1.363699,0.25774,0.18412,?,?,1.261456,0,0,1,c-SC-m
1.96681,2.828477,0.20902,0.313656,0.328351,0.735495,0.489486,0.200912,0.200152,0.322017,0.630352,0.420573,1.60623,0.297324,0.173922,0.124002,0.179912,0.163738,0.108027,0.199281,0.733626,0.301118,1.744209,1.451677,0.224441,?,?,?,1.400759,0,0,1,c-SC-m
2.20871,3.060238,0.231052,0.370475,0.332014,0.82862,0.541007,0.223982,0.222568,0.356618,0.700792,0.501414,1.624409,0.283465,0.179331,0.126181,0.174016,0.170472,0.126378,0.200787,0.719488,0.288976,1.802559,1.386811,0.269094,?,?,?,1.362205,0,0,1,c-SC-m
2.052562,2.884789,0.216618,0.343244,0.36687,0.789488,0.468277,0.213167,0.215291,0.318025,0.69047,0.466684,1.663009,0.292516,0.197688,0.130682,0.166536,0.169083,0.106583,0.198276,0.711991,0.289185,1.818574,1.338754,0.235306,?,?,?,1.340517,0,0,1,c-SC-m
2.706108,5.256264,0.265894,0.914579,0.294605,0.943825,0.475078,0.191618,0.180918,0.45564,0.387873,0.411592,1.661613,0.299687,0.171793,0.121155,0.156342,0.169242,0.11509,0.211745,0.392058,0.316197,1.598026,1.105223,0.21627,?,0.154416,?,1.399615,0,1,0,c-CS-s
2.803702,5.534373,0.275985,0.956236,0.351933,0.975292,0.48678,0.198669,0.182805,0.473104,0.411834,0.418946,1.678407,0.302553,0.177075,0.125333,0.156097,0.174992,0.121603,0.197859,0.394555,0.323192,1.597113,1.093116,0.220629,?,0.1638,?,1.410978,0,1,0,c-CS-s
2.918261,5.717712,0.282288,0.974645,0.332723,1.044119,0.515973,0.202105,0.184989,0.482563,0.415011,0.425355,1.578564,0.291046,0.183911,0.1186,0.155039,0.165715,0.11795,0.183401,0.377942,0.304089,1.521701,0.9987,0.230609,?,0.15411,?,1.332266,0,1,0,c-CS-s
2.521089,4.967323,0.240209,0.79409,0.302781,0.864774,0.52445,0.188876,0.186559,0.433372,0.400232,0.442758,1.950057,0.297699,0.186117,0.117714,0.158111,0.159123,0.115375,0.206094,0.417942,0.301998,1.516816,1.078645,0.210709,?,0.177962,?,1.394424,0,1,0,c-CS-s
2.514047,5.070519,0.23839,0.800826,0.31235,0.86435,0.514735,0.195734,0.167527,0.439743,0.384016,0.422314,2.005071,0.301914,0.190543,0.124239,0.151052,0.163159,0.125634,0.192761,0.418991,0.326065,1.527257,1.047731,0.222807,?,0.18414,?,1.366823,0,1,0,c-CS-s
2.672383,5.691898,0.256062,0.843288,0.334477,0.953873,0.564755,0.208989,0.179302,0.460911,0.404731,0.446718,1.989199,0.294053,0.18926,0.117051,0.141505,0.162197,0.11875,0.181432,0.416869,0.313956,1.43665,1.075546,0.235316,?,0.174515,?,1.320328,0,1,0,c-CS-s
2.107665,4.225133,0.224168,0.637474,0.306122,0.744978,0.541057,0.195243,0.17596,0.395629,0.363972,0.42134,2.169068,0.292027,0.18339,0.107414,0.149943,0.143132,0.114662,0.189765,0.410183,0.274998,1.437866,1.014235,0.221902,?,0.190027,?,1.387826,0,1,0,c-CS-s
2.21732,4.412498,0.220272,0.706085,0.321798,0.777596,0.56782,0.204855,0.17484,0.427095,0.385435,0.443661,2.127912,0.291236,0.181329,0.115454,0.145234,0.142504,0.127912,0.195665,0.38348,0.296356,1.396194,1.035839,0.214694,?,0.187815,?,1.357283,0,1,0,c-CS-s
2.36934,4.979651,0.238257,0.715449,0.335764,0.846023,0.60658,0.223843,0.185857,0.449381,0.405121,0.468035,2.15149,0.291628,0.195309,0.105918,0.13705,0.14957,0.123946,0.176196,0.396461,0.295217,1.345547,1.023537,0.219932,?,0.185627,?,1.261414,0,1,0,c-CS-s
2.057382,3.834764,0.222827,0.729424,0.320209,0.735497,0.523141,0.216335,0.19267,0.415288,0.369005,0.47644,2.46231,0.278518,0.190633,0.115017,0.148755,0.15253,0.12528,0.188274,0.431757,0.294916,1.443671,1.213401,0.228737,?,0.201132,?,1.392474,0,1,0,c-CS-s
2.100921,4.029104,0.225084,0.723409,0.329564,0.746859,0.54062,0.215243,0.188233,0.427345,0.402219,0.486809,2.451053,0.279796,0.184448,0.110854,0.158412,0.15147,0.137121,0.176927,0.429646,0.320875,1.443532,1.173455,0.236404,?,0.208632,?,1.347836,0,1,0,c-CS-s
2.195071,4.381293,0.225406,0.727617,0.324626,0.805983,0.558247,0.231093,0.191279,0.449336,0.391405,0.499684,2.44478,0.28461,0.191868,0.108087,0.147401,0.154906,0.132953,0.162074,0.43526,0.322693,1.413082,1.15793,0.231519,?,0.198365,?,1.30578,0,1,0,c-CS-s
1.971068,3.329037,0.238559,0.629669,0.32404,0.701736,0.531299,0.207522,0.207259,0.395581,0.357706,0.455287,2.61976,0.280699,0.161606,0.104873,0.153755,0.143534,0.109613,0.17316,0.402163,0.302326,1.390164,1.140868,0.231225,?,0.211376,?,1.297289,0,1,0,c-CS-s
2.023464,3.56077,0.230952,0.653572,0.356446,0.728974,0.562879,0.221988,0.210124,0.368046,0.360137,0.441076,2.684854,0.282118,0.171395,0.104612,0.158155,0.13764,0.122072,0.171686,0.393424,0.335661,1.392114,1.143605,0.218391,?,0.220428,?,1.294922,0,1,0,c-CS-s
2.031685,3.595054,0.212004,0.639876,0.331015,0.732612,0.586553,0.248068,0.204276,0.414477,0.376868,0.492787,2.668792,0.276668,0.164188,0.100864,0.135997,0.140105,0.137413,0.150163,0.417056,0.305992,1.343816,1.185295,0.224253,?,0.214903,?,1.202862,0,1,0,c-CS-s
2.859232,5.321076,0.224174,0.504759,0.290621,0.986416,0.485897,0.169839,0.163177,0.416854,0.338034,0.360962,1.65727,0.324154,0.209568,0.125228,0.176709,0.174422,0.124387,0.223991,0.513979,0.32042,1.884107,1.109452,0.205228,0.136663,0.195846,0.182497,1.736803,0,1,0,c-CS-s
2.939673,5.38491,0.23896,0.521905,0.29468,1.015734,0.494871,0.173853,0.159162,0.424896,0.352573,0.363178,1.679638,0.347636,0.223786,0.132908,0.190279,0.182779,0.136512,0.232309,0.543954,0.352262,1.964545,1.20299,0.22476,0.135684,0.208542,0.193932,1.84391,0,1,0,c-CS-s
3.090683,5.576101,0.235972,0.512189,0.314688,1.094938,0.55394,0.186242,0.165677,0.440386,0.369471,0.386402,1.661974,0.349381,0.219535,0.128739,0.180345,0.175914,0.125831,0.222904,0.52248,0.349612,1.785174,1.151957,0.229551,0.129893,0.200886,0.179422,1.77031,0,1,0,c-CS-s
2.534339,4.605254,0.194487,0.430204,0.276593,0.874544,0.497703,0.169042,0.1542,0.383202,0.323006,0.388621,1.974494,0.337574,0.20641,0.127772,0.178541,0.175088,0.12141,0.222949,0.519205,0.327578,1.786926,1.146432,0.205743,0.142191,0.202835,0.190597,1.763359,0,1,0,c-CS-s
2.584431,4.786994,0.190578,0.427792,0.289308,0.896998,0.513231,0.171235,0.153673,0.396582,0.326688,0.387445,1.980848,0.3362,0.218786,0.132967,0.180238,0.177432,0.122171,0.223788,0.533882,0.344983,1.806221,1.116377,0.22147,0.141263,0.211406,0.191583,1.807502,0,1,0,c-CS-s
2.666428,5.101839,0.194842,0.436963,0.294532,0.948424,0.55265,0.180993,0.155802,0.404847,0.343481,0.388372,1.897875,0.337901,0.211797,0.128542,0.177137,0.17853,0.125639,0.209765,0.492627,0.325708,1.68271,1.106073,0.226486,0.137076,0.207269,0.191651,1.707095,0,1,0,c-CS-s
2.309548,4.232161,0.182771,0.399713,0.266762,0.819383,0.482412,0.170854,0.159799,0.362383,0.305815,0.383345,2.211764,0.318232,0.197313,0.116388,0.156069,0.15935,0.121622,0.191689,0.513435,0.305577,1.564209,1.134901,0.208717,0.154663,0.197,0.205046,1.760819,0,1,0,c-CS-s
2.414939,4.383914,0.206734,0.419791,0.286428,0.84517,0.520659,0.178356,0.179238,0.387884,0.344949,0.396559,2.06291,0.319896,0.196977,0.121545,0.160177,0.150328,0.124294,0.187357,0.488395,0.323255,1.516109,1.13964,0.213697,0.149565,0.204993,0.187357,1.733852,0,1,0,c-CS-s
2.501459,4.615665,0.183635,0.41409,0.289236,0.889002,0.539965,0.187427,0.165986,0.382293,0.325117,0.385648,2.092413,0.327378,0.19703,0.115792,0.158947,0.164167,0.121526,0.181738,0.483532,0.330834,1.467431,1.05558,0.219453,0.147552,0.191148,0.184458,1.601309,0,1,0,c-CS-s
2.111172,3.166115,0.177692,0.427784,0.26663,0.764976,0.469864,0.192025,0.165013,0.365123,0.290886,0.343807,2.086628,0.298931,0.192289,0.106151,0.153635,0.12744,0.120377,0.18032,0.468753,0.274993,1.366232,1.186599,0.215834,0.152556,0.187678,0.210144,1.79378,0,1,0,c-CS-s
2.011681,3.233961,0.173466,0.391562,0.248257,0.734135,0.452232,0.181311,0.153068,0.348849,0.283821,0.332636,2.124963,0.30358,0.196962,0.107802,0.149522,0.141335,0.12161,0.190551,0.459611,0.285432,1.342144,1.260677,0.219548,0.155045,0.192918,0.211954,1.816057,0,1,0,c-CS-s
2.169301,3.468566,0.182904,0.43125,0.269669,0.781434,0.481434,0.179596,0.167647,0.366912,0.303493,0.376103,2.101877,0.305336,0.186858,0.102964,0.150889,0.137846,0.120356,0.196838,0.432806,0.294368,1.289229,1.142984,0.212451,0.162549,0.210771,0.208399,1.77164,0,1,0,c-CS-s
2.004989,3.078362,0.188526,0.425068,0.26772,0.758886,0.469341,0.174392,0.16878,0.35107,0.290376,0.326128,2.190118,0.281698,0.182451,0.107057,0.15306,0.13233,0.109754,0.170098,0.494392,0.289365,1.522931,1.185858,0.22462,0.188698,0.209286,0.232003,1.732074,0,1,0,c-CS-s
2.057411,3.237578,0.183507,0.427349,0.266388,0.741545,0.505637,0.202088,0.166388,0.357829,0.291858,0.339875,2.111945,0.301585,0.175771,0.099632,0.149448,0.130059,0.1152,0.18681,0.509482,0.294226,1.486555,1.172941,0.239315,0.183555,0.224738,0.258421,1.743136,0,1,0,c-CS-s
2.059797,3.27933,0.187875,0.403062,0.277881,0.750672,0.468032,0.183323,0.16946,0.360646,0.300021,0.354024,2.100185,0.315092,0.179279,0.10218,0.146501,0.133675,0.122417,0.188257,0.496366,0.321505,1.467151,1.139803,0.217329,0.213197,0.2236,0.273764,1.763147,0,1,0,c-CS-s
2.480217,4.474278,0.196819,0.572033,0.209604,0.839323,0.368871,0.146985,0.145475,0.39696,0.312594,0.331622,2.078455,0.285248,0.190484,0.119735,0.156965,0.160002,0.113998,0.246218,0.520893,0.311569,1.458411,0.950284,0.237163,?,0.117148,0.139981,1.604072,0,1,0,c-CS-s
2.468517,4.50373,0.194469,0.540535,0.210584,0.817368,0.3585,0.151199,0.142246,0.389237,0.308366,0.332339,1.956188,0.287019,0.187181,0.118886,0.154967,0.167909,0.118102,0.238781,0.489607,0.305395,1.42641,0.974676,0.236764,?,0.116701,0.147179,1.561096,0,1,0,c-CS-s
2.556628,4.666187,0.203409,0.559811,0.230825,0.848239,0.37817,0.158127,0.148373,0.400452,0.326112,0.357737,2.001352,0.294767,0.192812,0.116487,0.154903,0.168986,0.113953,0.250944,0.474962,0.307723,1.375824,0.960795,0.233482,?,0.119473,0.144877,1.522222,0,1,0,c-CS-s
2.258454,4.100305,0.177218,0.484236,0.20328,0.774091,0.423214,0.151665,0.18027,0.387618,0.301297,0.345029,2.209326,0.298407,0.186359,0.120012,0.160455,0.155274,0.124575,0.255258,0.525286,0.310625,1.408985,1.008429,0.235153,?,0.126121,0.157284,1.620554,0,1,0,c-CS-s
2.314692,4.166341,0.18407,0.487811,0.215357,0.80146,0.442706,0.153956,0.199844,0.385738,0.313258,0.383262,2.166768,0.287513,0.178675,0.115555,0.145856,0.160281,0.112807,0.243322,0.49771,0.299267,1.325294,0.967715,0.234239,?,0.120974,0.15906,1.520531,0,1,0,c-CS-s
2.39844,4.200212,0.190823,0.508992,0.226792,0.820682,0.446972,0.160275,0.144935,0.392885,0.316847,0.372124,2.145221,0.300398,0.191483,0.113894,0.155331,0.164445,0.115426,0.257047,0.482001,0.303002,1.333716,0.92693,0.232843,?,0.126532,0.158395,1.49977,0,1,0,c-CS-s
2.193264,3.833715,0.185415,0.467789,0.105952,0.751472,0.10726,0.168084,0.15533,0.390778,0.312459,0.375245,2.540962,0.302436,0.173913,0.117049,0.155395,0.15781,0.110407,0.246679,0.503824,0.312198,1.297605,1.01248,0.226852,?,0.138386,0.18287,1.514593,0,1,0,c-CS-s
2.165422,3.720292,0.177597,0.480357,0.056818,0.732468,0.095942,0.166071,0.151299,0.376623,0.307143,0.375,2.446943,0.292012,0.17002,0.115483,0.148422,0.157988,0.121302,0.250986,0.474753,0.307791,1.256114,0.994675,0.228797,?,0.134024,0.175148,1.515385,0,1,0,c-CS-s
2.163252,3.720761,0.180836,0.46443,0.069689,0.739474,0.097435,0.157445,0.146637,0.370705,0.309566,0.391031,2.467143,0.28112,0.182251,0.113758,0.158527,0.162597,0.118324,0.251042,0.468831,0.328172,1.252829,0.996824,0.228211,?,0.139666,0.183443,1.42158,0,1,0,c-CS-s
2.431124,3.668838,0.216121,0.575577,0.276433,0.798958,0.409159,0.176471,0.162882,0.377141,0.349777,0.409159,2.64519,0.306908,0.17379,0.12266,0.156617,0.170433,0.13428,0.255907,0.492834,0.322789,1.273596,1.048677,0.245707,?,0.153648,0.207747,1.469077,0,1,0,c-CS-s
2.464407,3.723211,0.219424,0.606399,0.255964,0.818629,0.410261,0.18156,0.165846,0.397009,0.35195,0.419538,2.606394,0.291761,0.156811,0.115365,0.147713,0.156305,0.123452,0.251579,0.480035,0.327268,1.222012,1.015921,0.241724,?,0.15163,0.202552,1.395628,0,1,0,c-CS-s
2.436397,3.659796,0.210214,0.56546,0.241411,0.799257,0.407242,0.183287,0.163417,0.371773,0.360446,0.406685,2.54795,0.287201,0.177385,0.113827,0.155196,0.163971,0.127115,0.245205,0.477874,0.330325,1.21211,0.995362,0.238436,?,0.152564,0.193306,1.370691,0,1,0,c-CS-s
2.5564,3.716252,0.228888,0.587836,0.161907,0.885556,0.161085,0.210397,0.173413,0.386891,0.399219,0.414013,2.7309,0.290673,0.175182,0.113706,0.151663,0.169019,0.130738,0.236496,0.497972,0.339984,1.201622,1.164964,0.249148,?,0.173074,0.237307,1.351338,0,1,0,c-CS-s
2.672927,3.873813,0.238658,0.594851,0.185693,0.903144,0.159949,0.194978,0.185482,0.39502,0.420975,0.436801,2.745233,0.29142,0.161243,0.118836,0.151874,0.162229,0.132479,0.240796,0.49211,0.357166,1.215976,1.123932,0.259204,?,0.178008,0.2357,1.362426,0,1,0,c-CS-s
2.687605,3.893128,0.248735,0.63027,0.181282,0.910202,0.159781,0.196037,0.182968,0.383853,0.419477,0.449621,2.689801,0.276634,0.155019,0.113994,0.163288,0.173504,0.121291,0.239338,0.492622,0.33582,1.198314,1.025945,0.260256,?,0.172369,0.231555,1.340198,0,1,0,c-CS-s
2.755355,4.880883,0.210565,0.746186,0.193038,0.953749,0.271016,0.16196,0.1506,0.424943,0.339825,0.358893,1.412654,0.290603,0.198836,0.120264,0.154029,0.172035,0.118889,0.280341,0.530581,0.331928,1.738901,1.018922,0.214688,0.127411,0.108581,0.11527,1.746003,0,1,0,c-CS-s
2.816708,4.983456,0.212285,0.724898,0.163554,1.000246,0.275921,0.158886,0.154054,0.430958,0.341769,0.375266,1.315923,0.289671,0.192948,0.124921,0.15158,0.171857,0.119263,0.26772,0.512945,0.327057,1.727347,1.059473,0.220014,0.126731,0.109487,0.127501,1.789943,0,1,0,c-CS-s
2.765006,4.956376,0.199252,0.744786,0.15531,0.986467,0.2662,0.173619,0.151329,0.417529,0.332352,0.352173,1.265495,0.279427,0.18099,0.115538,0.15434,0.162457,0.114236,0.245833,0.484418,0.302344,1.673394,1.035764,0.215234,0.116319,0.101693,0.12105,1.689106,0,1,0,c-CS-s
2.473679,4.348299,0.188592,0.531136,0.188069,0.888017,0.32674,0.146834,0.138252,0.392883,0.300157,0.350706,1.649741,0.29763,0.191991,0.118988,0.142428,0.171233,0.120074,0.264099,0.52328,0.29993,1.601456,1.091333,0.216453,0.127036,0.10449,0.141726,1.842435,0,1,0,c-CS-s
2.445862,4.297345,0.187629,0.525628,0.181659,0.874434,0.321634,0.141725,0.138226,0.379889,0.297756,0.354467,1.624063,0.289139,0.189579,0.116597,0.146026,0.156682,0.120501,0.273465,0.510873,0.294839,1.591227,1.043182,0.213679,0.12397,0.100985,0.139582,1.810545,0,1,0,c-CS-s
2.450062,4.462779,0.180728,0.529777,0.179694,0.876137,0.318135,0.14816,0.137407,0.379756,0.297146,0.346774,1.586188,0.281787,0.185115,0.114105,0.159576,0.15598,0.111727,0.256674,0.504023,0.295197,1.635377,1.02048,0.213215,0.120931,0.098927,0.123796,1.741375,0,1,0,c-CS-s
2.262849,3.86392,0.166688,0.426476,0.190537,0.808443,0.345364,0.141309,0.134422,0.366917,0.284658,0.350593,1.895636,0.269776,0.186706,0.115942,0.139179,0.159501,0.118695,0.24751,0.483928,0.283783,1.500364,1.055866,0.209538,0.129382,0.10574,0.137074,1.760424,0,1,0,c-CS-s
2.247674,3.910737,0.159039,0.420417,0.172869,0.791929,0.359568,0.141941,0.130752,0.364722,0.272064,0.350515,1.854992,0.272648,0.188989,0.10286,0.148594,0.153135,0.115529,0.238228,0.499721,0.292566,1.515656,1.019441,0.208191,0.12979,0.106446,0.136324,1.83818,0,1,0,c-CS-s
